13,2,hobbies,seeing a movie,ดูหนัง
13,2,hobbies,reading,อ่านหนังสือ
13,2,hobbies,gardening,ทําสวน
13,2,hobbies,surfing the internet,ท่องอินเทอร์เน็ต
13,2,hobbies,listening to music,ฟังเพลง
13,2,hobbies,drawing,วาดภาพ
13,2,hobbies,cooking,ทําอาหาร
13,2,hobbies,playing sports,เล่นกีฬา
13,2,hobbies,watching tv,ดูทีวี
13,2,hobbies,knitting,ถักไหมพรม
13,2,hobbies,singing,ร้องเพลง
13,2,hobbies,taking photos,ถ่ายภาพ
13,2,hobbies,painting,วาดภาพ
13,2,hobbies,playing with pet,เล่นกับสัตว์เลี้ยง
5,3,family,How many people are there in your family,ครอบครัวคุณมีกี่คน
5,3,family,There are 4 people in my family,ครอบครัวฉันมี 4 คน
5,3,family,How many brothers and sisters do you have,คุณมีพี่น้องกี่คน?
5,3,family,I have 2 brothers and 1 sister,ฉันมีพี่ชาย 2 คนและน้องสาว 1 คน
5,3,family,What does your father do,พ่อของคุณทําอาชีพอะไร?
5,3,family,My father is a doctor,พ่อฉันเป็นหมอ
5,3,family,What does your mother do,แม่ของคุณทําอาชีพอะไร?
5,3,family,My mother is a nurse,แม่ฉันเป็นพยาบาล
5,3,family,What do you want to be when you grow up,คุณอยากเป็นอะไรเมื่อโตขึ้น
5,3,family,I want to be a dentist,ฉันอยากเป็นหมอฟัน
5,3,family,Where do you live,คุณอาศัยอยู่ที่ไหน?
5,3,family,I live in Bangkok,ฉันอาศัยอยู่ในกรุงเทพมหานคร
10,2,desserts,cookie,คุกกี้
10,2,desserts,fruit salad,สลัดผลไม้
10,2,desserts,ice cream,ไอศครีม
10,2,desserts,pudding,พุดดิ้ง
10,2,desserts,chocolate bar,ช็อกโกแลตบาร์
10,2,desserts,cake,เค้ก
10,2,desserts,donut,โดนัท
10,2,desserts,pie,พาย
10,2,desserts,jelly,เยลลี่
0,3,greeting,hello,กล่าวทักทายเพื่อน/คนที่คุ้นเคย
0,3,greeting,hi,กล่าวทักทายเพื่อน/คนที่คุ้นเคย
0,3,greeting,good morning,กล่าวทักทายในตอนเช้า
0,3,greeting,good afternoon,กล่าวทักทายในตอนบ่าย
0,3,greeting,good evening,กล่าวทักทายในตอนเย็น
6,3,time,Excuse me! What time is it,ขอโทษนะครับ/คะ ตอนนี้กี่โมงแล้ว
6,3,time,Could you tell me the time please,ช่วยกรุณาบอกเวลาฉันหน่อยได้ไหม
6,3,time,Do do have the time,ตอนนี้เวลาเท่าไหร่แล้ว/กี่โมงแล้ว
6,3,time,It's five o'clock,ตอนนี้เวลา 5 นาฬิกา
6,3,time,It's nine o'clock,ตอนนี้เวลา 9 นาฬิกา
6,3,time,It's four thirty,ตอนนี้เวลา 4 นาฬิกา 30 นาที
6,3,time,It's six fifteen,ตอนนี้เวลา 6 นาฬิกา 15 นาที
3,2,months,January,มกราคม
3,2,months,February,กุมภาพันธ์
3,2,months,March,มีนาคม
3,2,months,April,เมษายน
3,2,months,May,พฤษภาคม
3,2,months,June,มิถุนายน
3,2,months,July,กรกฏาคม
3,2,months,August,สิงหาคม
3,2,months,September,กันยายน
3,2,months,October,ตุลาคม
3,2,months,November,พฤศจิกายน
3,2,months,December,ธันวาคม
6,2,occupations,teacher,คุณครู
6,2,occupations,doctor,หมอ
6,2,occupations,nurse,พยาบาล
6,2,occupations,dentist,หมอฟัน
6,2,occupations,pharmacist,เภสัชกร
6,2,occupations,veterinarian,สัตวแพทย์
6,2,occupations,policeman,ตํารวจ
6,2,occupations,soldier,ทหาร
6,2,occupations,postman,บุรุษไปรษณีย์
6,2,occupations,farmer,เกษตรกร
6,2,occupations,fisherman,ชาวประมง
6,2,occupations,gardener,คนสวน
6,2,occupations,cook,พ่อครัว/แม่ครัว
6,2,occupations,carpenter,ช่างไม้
6,2,occupations,receptionist,พนักงานต้อนรับ
6,2,occupations,translator,ล่าม
6,2,occupations,guide,มัคคุเทศก์
6,2,occupations,artist,ศิลปิน
6,2,occupations,actor,นักแสดงชาย
6,2,occupations,actress,นักแสดงหญิง
6,2,occupations,model,นายแบบ/นางแบบ
6,2,occupations,dancer,นักเต้น
6,2,occupations,singer,นักร้อง
6,2,occupations,musician,นักดนตรี
6,2,occupations,photographer,ช่างภาพ
6,2,occupations,scientist,นักวิทยาศาสตร์
6,2,occupations,engineer,วิศวกร
6,2,occupations,astronaut,นักบินอวกาศ
6,2,occupations,waiter,พนักงานเสริ์ฟชาย
6,2,occupations,waitress,พนักงานเสริ์ฟหญิง
6,2,occupations,bus driver,คนขับรถบัส
6,2,occupations,taxi driver,คนขับแท็กซี่
6,2,occupations,building contractor,ผู้รับเหมาก่อสร้าง
6,2,occupations,traffic cop,ตํารวจจราจร
6,2,occupations,pilot,นักบิน
6,2,occupations,air hostess,พนักงานต้อนรับบนเครื่องบินหญิง (แอร์โฮสเตส)
6,2,occupations,steward,พนักงานต้อนรับบนเครื่องบินผู้ชาย (สจ๊วต)
6,2,occupations,lawyer,ทนายความ
6,2,occupations,programmer,โปรแกรมเมอร์
6,2,occupations,architect,สถาปนิก
6,2,occupations,secretary,เลขานุการ
6,2,occupations,news reporter,นักข่าว
6,2,occupations,seller,พนักงานขาย
6,2,occupations,cashier,แคชเชียร์
6,2,occupations,accountant,นักบัญชี
6,2,occupations,judge,ผู้พิพากษา
6,2,occupations,politician,นักการเมือง
